Each numbered origami of degree  6  is represented as follows.
The format is (x,y,\epsilon), where x and y are shown as cycles, and \epsilon is shown as a list with + as 0 and - as 1.
O_ 1767  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2], [3], [4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 1768  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2], [3], [4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 1769  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2], [3], [4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 1770  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2], [3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 1771  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2], [3, 4, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 1772  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2], [3, 4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 1773  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2], [3, 4, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 1774  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2], [3, 4, 5]] [0 0 0 1 0 1] ), abelian= False
O_ 1775  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2], [3, 4, 5]] [0 0 0 1 1 1] ), abelian= True
O_ 1776  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2], [3, 5], [4]] [0 0 0 0 0 0] ), abelian= True
O_ 1777  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2], [3, 5], [4]] [0 0 0 1 0 0] ), abelian= False
O_ 1778  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3], [4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 1779  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3], [4], [5]] [0 0 1 0 0 0] ), abelian= False
O_ 1780  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3], [4], [5]] [0 0 1 1 0 0] ), abelian= True
O_ 1781  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3], [4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 1782  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3], [4, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 1783  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3], [4, 5]] [0 0 1 1 0 0] ), abelian= True
O_ 1784  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3], [4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 1785  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3], [4, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 1786  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3], [4, 5]] [0 0 1 1 1 0] ), abelian= False
O_ 1787  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 1788  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 4], [5]] [0 0 1 0 0 0] ), abelian= False
O_ 1789  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 4], [5]] [0 0 0 1 0 0] ), abelian= False
O_ 1790  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 4], [5]] [0 0 1 1 0 0] ), abelian= False
O_ 1791  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 4], [5]] [0 0 1 0 1 0] ), abelian= False
O_ 1792  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 4], [5]] [0 0 1 1 1 0] ), abelian= True
O_ 1793  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 1794  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 1795  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 1796  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 1 1 0 0] ), abelian= False
O_ 1797  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 1798  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 1799  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 1 1 1 0] ), abelian= False
O_ 1800  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 1 0 0 1] ), abelian= False
O_ 1801  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 1 1 0 1] ), abelian= False
O_ 1802  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 1 1 1 1] ), abelian= True
O_ 1803  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5, 4]] [0 0 0 0 0 0] ), abelian= True
O_ 1804  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5, 4]] [0 0 1 0 0 0] ), abelian= False
O_ 1805  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5, 4]] [0 0 0 1 0 0] ), abelian= False
O_ 1806  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5, 4]] [0 0 1 1 0 0] ), abelian= False
O_ 1807  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5, 4]] [0 0 0 0 1 0] ), abelian= False
O_ 1808  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5, 4]] [0 0 1 0 1 0] ), abelian= False
O_ 1809  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5, 4]] [0 0 0 1 1 0] ), abelian= False
O_ 1810  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5, 4]] [0 0 0 0 0 1] ), abelian= False
O_ 1811  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5, 4]] [0 0 1 0 0 1] ), abelian= False
O_ 1812  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5, 4]] [0 0 0 0 1 1] ), abelian= False
O_ 1813  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5], [4]] [0 0 0 0 0 0] ), abelian= True
O_ 1814  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5], [4]] [0 0 1 0 0 0] ), abelian= False
O_ 1815  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5], [4]] [0 0 0 1 0 0] ), abelian= False
O_ 1816  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5], [4]] [0 0 1 1 0 0] ), abelian= False
O_ 1817  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5], [4]] [0 0 0 0 0 1] ), abelian= False
O_ 1818  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5], [4]] [0 0 1 0 0 1] ), abelian= False
O_ 1819  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5], [4]] [0 0 0 1 0 1] ), abelian= False
O_ 1820  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 3, 5], [4]] [0 0 1 1 0 1] ), abelian= True
O_ 1821  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 4, 5, 3]] [0 0 0 0 0 0] ), abelian= True
O_ 1822  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 4, 5, 3]] [0 0 1 0 0 0] ), abelian= False
O_ 1823  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 4, 5, 3]] [0 0 1 1 0 0] ), abelian= False
O_ 1824  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 4, 5, 3]] [0 0 0 0 1 0] ), abelian= False
O_ 1825  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 4, 5, 3]] [0 0 1 0 1 0] ), abelian= False
O_ 1826  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 4, 5, 3]] [0 0 0 1 1 0] ), abelian= False
O_ 1827  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 4, 5, 3]] [0 0 1 1 1 0] ), abelian= False
O_ 1828  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 4, 5, 3]] [0 0 0 0 1 1] ), abelian= False
O_ 1829  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 4, 5, 3]] [0 0 1 0 1 1] ), abelian= False
O_ 1830  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 4, 5, 3]] [0 0 1 1 1 1] ), abelian= True
O_ 1831  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 4], [3], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 1832  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 4], [3], [5]] [0 0 1 0 0 0] ), abelian= False
O_ 1833  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 4], [3, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 1834  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 4], [3, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 1835  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 4], [3, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 1836  = ( [[0, 1], [2, 3, 4, 5]] [[0], [1, 2, 4], [3, 5]] [0 0 1 1 0 0] ), abelian= False
O_ 1837  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3], [4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 1838  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3], [4], [5]] [1 0 0 0 0 0] ), abelian= False
O_ 1839  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3], [4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 1840  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3], [4, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 1841  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3], [4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 1842  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3], [4, 5]] [1 0 0 0 1 0] ), abelian= False
O_ 1843  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 1844  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3, 4, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 1845  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3, 4, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 1846  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3, 4, 5]] [1 0 0 1 0 0] ), abelian= False
O_ 1847  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3, 4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 1848  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3, 4, 5]] [1 0 0 0 1 0] ), abelian= False
O_ 1849  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3, 4, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 1850  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3, 4, 5]] [1 0 0 1 1 0] ), abelian= False
O_ 1851  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3, 4, 5]] [0 0 0 1 0 1] ), abelian= False
O_ 1852  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3, 4, 5]] [1 0 0 1 0 1] ), abelian= False
O_ 1853  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3, 4, 5]] [0 0 0 1 1 1] ), abelian= True
O_ 1854  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3, 4, 5]] [1 0 0 1 1 1] ), abelian= False
O_ 1855  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3, 5], [4]] [0 0 0 0 0 0] ), abelian= True
O_ 1856  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3, 5], [4]] [1 0 0 0 0 0] ), abelian= False
O_ 1857  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3, 5], [4]] [0 0 0 1 0 0] ), abelian= False
O_ 1858  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2], [3, 5], [4]] [1 0 0 1 0 0] ), abelian= False
O_ 1859  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3], [4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 1860  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3], [4, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 1861  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3], [4, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 1862  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3], [4, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 1863  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3], [4, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 1864  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3], [4, 5]] [1 0 1 0 1 0] ), abelian= False
O_ 1865  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 1866  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 1867  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 1868  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 1869  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [0 0 1 1 0 0] ), abelian= False
O_ 1870  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [1 0 1 1 0 0] ), abelian= False
O_ 1871  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 1872  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [1 0 1 0 1 0] ), abelian= False
O_ 1873  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [0 0 1 1 1 0] ), abelian= False
O_ 1874  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [1 0 1 1 1 0] ), abelian= False
O_ 1875  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [0 0 1 1 1 1] ), abelian= True
O_ 1876  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [1 0 1 1 1 1] ), abelian= False
O_ 1877  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 5, 4]] [0 0 0 0 0 0] ), abelian= True
O_ 1878  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 5, 4]] [1 0 0 0 0 0] ), abelian= False
O_ 1879  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 5, 4]] [0 0 1 0 0 0] ), abelian= False
O_ 1880  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 5, 4]] [1 0 1 0 0 0] ), abelian= False
O_ 1881  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 5, 4]] [0 0 1 1 0 0] ), abelian= False
O_ 1882  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 5, 4]] [1 0 1 1 0 0] ), abelian= False
O_ 1883  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 5, 4]] [0 0 0 0 1 0] ), abelian= False
O_ 1884  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 5, 4]] [1 0 0 0 1 0] ), abelian= False
O_ 1885  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 5, 4]] [0 0 1 0 1 0] ), abelian= False
O_ 1886  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 5, 4]] [1 0 1 0 1 0] ), abelian= False
O_ 1887  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 5, 4]] [0 0 0 1 1 0] ), abelian= False
O_ 1888  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 5, 4]] [1 0 0 1 1 0] ), abelian= False
O_ 1889  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 5, 4]] [0 0 0 0 1 1] ), abelian= False
O_ 1890  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 3, 5, 4]] [1 0 0 0 1 1] ), abelian= False
O_ 1891  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 4], [3, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 1892  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 4], [3, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 1893  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 4], [3, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 1894  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 4], [3, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 1895  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 4], [3, 5]] [0 0 1 1 0 0] ), abelian= False
O_ 1896  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1], [2, 4], [3, 5]] [1 0 1 1 0 0] ), abelian= False
O_ 1897  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3], [4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 1898  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3], [4], [5]] [1 0 0 0 0 0] ), abelian= False
O_ 1899  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3], [4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 1900  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3], [4, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 1901  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3], [4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 1902  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3], [4, 5]] [1 0 0 0 1 0] ), abelian= False
O_ 1903  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 1904  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3, 4, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 1905  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3, 4, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 1906  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3, 4, 5]] [1 0 0 1 0 0] ), abelian= False
O_ 1907  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3, 4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 1908  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3, 4, 5]] [1 0 0 0 1 0] ), abelian= False
O_ 1909  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3, 4, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 1910  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3, 4, 5]] [1 0 0 1 1 0] ), abelian= False
O_ 1911  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3, 4, 5]] [0 0 0 1 0 1] ), abelian= False
O_ 1912  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3, 4, 5]] [1 0 0 1 0 1] ), abelian= False
O_ 1913  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3, 4, 5]] [0 0 0 1 1 1] ), abelian= True
O_ 1914  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3, 4, 5]] [1 0 0 1 1 1] ), abelian= False
O_ 1915  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3, 5], [4]] [0 0 0 0 0 0] ), abelian= True
O_ 1916  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3, 5], [4]] [1 0 0 0 0 0] ), abelian= False
O_ 1917  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3, 5], [4]] [0 0 0 1 0 0] ), abelian= False
O_ 1918  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2], [3, 5], [4]] [1 0 0 1 0 0] ), abelian= False
O_ 1919  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 1920  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4], [5]] [1 0 0 0 0 0] ), abelian= False
O_ 1921  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4], [5]] [0 0 1 0 0 0] ), abelian= False
O_ 1922  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4], [5]] [1 0 1 0 0 0] ), abelian= False
O_ 1923  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4], [5]] [0 0 1 1 0 0] ), abelian= True
O_ 1924  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4], [5]] [1 0 1 1 0 0] ), abelian= False
O_ 1925  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 1926  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 1927  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 1928  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 1929  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4, 5]] [0 0 1 1 0 0] ), abelian= True
O_ 1930  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4, 5]] [1 0 1 1 0 0] ), abelian= False
O_ 1931  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 1932  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4, 5]] [1 0 0 0 1 0] ), abelian= False
O_ 1933  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 1934  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4, 5]] [1 0 1 0 1 0] ), abelian= False
O_ 1935  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4, 5]] [0 0 1 1 1 0] ), abelian= False
O_ 1936  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3], [4, 5]] [1 0 1 1 1 0] ), abelian= False
O_ 1937  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 1938  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4], [5]] [1 0 0 0 0 0] ), abelian= False
O_ 1939  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4], [5]] [0 0 1 0 0 0] ), abelian= False
O_ 1940  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4], [5]] [1 0 1 0 0 0] ), abelian= False
O_ 1941  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4], [5]] [0 0 0 1 0 0] ), abelian= False
O_ 1942  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4], [5]] [1 0 0 1 0 0] ), abelian= False
O_ 1943  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4], [5]] [0 0 1 1 0 0] ), abelian= False
O_ 1944  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4], [5]] [1 0 1 1 0 0] ), abelian= False
O_ 1945  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4], [5]] [0 0 1 0 1 0] ), abelian= False
O_ 1946  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4], [5]] [1 0 1 0 1 0] ), abelian= False
O_ 1947  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4], [5]] [0 0 1 1 1 0] ), abelian= True
O_ 1948  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4], [5]] [1 0 1 1 1 0] ), abelian= False
O_ 1949  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 1950  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 1951  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 1952  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 1953  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 1954  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [1 0 0 1 0 0] ), abelian= False
O_ 1955  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [0 0 1 1 0 0] ), abelian= False
O_ 1956  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [1 0 1 1 0 0] ), abelian= False
O_ 1957  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 1958  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [1 0 1 0 1 0] ), abelian= False
O_ 1959  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 1960  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [1 0 0 1 1 0] ), abelian= False
O_ 1961  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [0 0 1 1 1 0] ), abelian= False
O_ 1962  = ( [[0, 1], [2, 3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [1 0 1 1 1 0] ), abelian= False
